StoryId,Year,Month,Period,Views Total,Views Member,Views Non-Member,Reads Total,Reads Member,Reads Non-Member,,,
59a7b21f1a95,2024,9,2024-09,18,1,17,8,1,7,,,
59d4c1e4fb9f,2024,9,2024-09,11,0,11,7,0,7,,,
5a09ad8e5f21,2024,9,2024-09,183,9,174,99,5,94,,,
5a1bbc894c87,2024,9,2024-09,674,98,576,310,54,256,,,
5a266ee948a9,2024,9,2024-09,15,2,13,7,1,6,,,
5a28ba9ef4e3,2024,9,2024-09,142,11,131,52,8,44,,,
5a668c9e943e,2024,9,2024-09,17,2,15,2,1,1,,,
5a6ae5f60357,2024,9,2024-09,19,7,12,5,3,2,,,
5af3e579d211,2024,9,2024-09,26,6,20,7,3,4,,,
5b1a0ddf2114,2024,9,2024-09,3,0,3,3,0,3,,,
5b2950cb5211,2024,9,2024-09,10,3,7,1,1,0,,,
5b69691f9944,2024,9,2024-09,6,4,2,1,1,0,,,
5bc29b66ad47,2024,9,2024-09,27,4,23,16,1,15,,,
5be0111d5213,2024,9,2024-09,215,56,159,130,38,92,,,
5cd31aa8ab90,2024,9,2024-09,14,6,8,3,1,2,,,
5d5cbb041757,2024,9,2024-09,2,0,2,1,0,1,,,
5dfaba36528c,2024,9,2024-09,9,2,7,2,1,1,,,
5e231d1d3a30,2024,9,2024-09,44,4,40,5,2,3,,,
5eabb018f961,2024,9,2024-09,85,4,81,36,1,35,,,
603e4f115156,2024,9,2024-09,173,14,159,52,9,43,,,
60c2cf0a5856,2024,9,2024-09,528,10,518,361,5,356,,,
60fe1073a461,2024,9,2024-09,14,4,10,4,2,2,,,
612315f34d5b,2024,9,2024-09,12,9,3,6,5,1,,,
62b358db3e3b,2024,9,2024-09,129,13,116,29,5,24,,,
62ed1bb740e3,2024,9,2024-09,11,2,9,2,1,1,,,
638b391df4f1,2024,9,2024-09,372,35,337,233,21,212,,,
63b441ebf71f,2024,9,2024-09,29,4,25,9,3,6,,,
63d74535bff2,2024,9,2024-09,27,10,17,12,3,9,,,
642930d5a512,2024,9,2024-09,77,2,75,41,2,39,,,
64b2ea674130,2024,9,2024-09,28,1,27,18,1,17,,,
653592468c46,2024,9,2024-09,9,0,9,2,0,2,,,
659b3b0ad254,2024,9,2024-09,8,0,8,1,0,1,,,
6625670592a6,2024,9,2024-09,111,4,107,56,4,52,,,
66ade6845401,2024,9,2024-09,21,8,13,13,4,9,,,
66ee0ad9036b,2024,9,2024-09,37,20,17,15,11,4,,,
67814092216c,2024,9,2024-09,115,10,105,44,6,38,,,
68174696a4d1,2024,9,2024-09,6,1,5,2,0,2,,,
688ab3c3f106,2024,9,2024-09,4,2,2,1,1,0,,,
69042707bcca,2024,9,2024-09,8,3,5,1,1,0,,,
694a2d7dc0c7,2024,9,2024-09,106,8,98,37,5,32,,,
69ab1859a0e2,2024,9,2024-09,8,3,5,2,2,0,,,
6a0316755499,2024,9,2024-09,103,33,70,27,14,13,,,
6a704744a7c6,2024,9,2024-09,20,8,12,6,4,2,,,
6aa370e692b6,2024,9,2024-09,0,0,0,0,0,0,,,
6bf93706d94a,2024,9,2024-09,67,6,61,34,2,32,,,
6cb17a84c2a6,2024,9,2024-09,39,1,38,25,1,24,,,
6cef714bff9a,2024,9,2024-09,68,10,58,28,6,22,,,
6d1a2d0f6f12,2024,9,2024-09,57,22,35,36,18,18,,,
6d5e95b71703,2024,9,2024-09,179,4,175,77,1,76,,,
6d81fdf24ffe,2024,9,2024-09,26,0,26,9,0,9,,,
6d9dc7825ee4,2024,9,2024-09,785,56,729,263,26,237,,,
6f9b385de0ed,2024,9,2024-09,23,2,21,7,1,6,,,
7091d769a544,2024,9,2024-09,139,22,117,43,11,32,,,
70f88be53d10,2024,9,2024-09,66,10,56,32,6,26,,,
70f8d8fff02c,2024,9,2024-09,172,35,137,85,27,58,,,
71685db664eb,2024,9,2024-09,5,1,4,1,0,1,,,
71c982b4ec2c,2024,9,2024-09,30,8,22,10,4,6,,,
7226b56fec30,2024,9,2024-09,38,13,25,14,2,12,,,
7281312b9137,2024,9,2024-09,118,5,113,26,1,25,,,
72f8c124166b,2024,9,2024-09,10,3,7,4,1,3,,,
73413e0e4665,2024,9,2024-09,432,13,419,75,6,69,,,
734df772942a,2024,9,2024-09,50,23,27,26,12,14,,,
7437ff491837,2024,9,2024-09,1,1,0,0,0,0,,,
7455cd03a97c,2024,9,2024-09,8,1,7,2,0,2,,,
74e22fd87a8b,2024,9,2024-09,14,9,5,4,4,0,,,
74f75597499d,2024,9,2024-09,4,0,4,1,0,1,,,
767a08ce5f11,2024,9,2024-09,76,3,73,46,1,45,,,
76d7b7d1d0e8,2024,9,2024-09,186,72,114,73,35,38,,,
770b91e98d93,2024,9,2024-09,7,2,5,3,1,2,,,
77cd40c9bb6f,2024,9,2024-09,67,36,31,23,13,10,,,
78e91bcf66ee,2024,9,2024-09,19,3,16,5,0,5,,,
7949ae3a9cdd,2024,9,2024-09,61,5,56,39,4,35,,,
799e13c2958b,2024,9,2024-09,23,17,6,8,7,1,,,
7abf56703bfe,2024,9,2024-09,125,3,122,70,1,69,,,
7af624109539,2024,9,2024-09,84,3,81,14,2,12,,,
7b368f653716,2024,9,2024-09,9,2,7,2,0,2,,,
7b579f87484f,2024,9,2024-09,116,65,51,47,35,12,,,
7cb771a1eb03,2024,9,2024-09,18,14,4,6,5,1,,,
7d43180534d9,2024,9,2024-09,115,9,106,72,7,65,,,
7d732f2de790,2024,9,2024-09,9,4,5,2,0,2,,,
7dc5fd127e74,2024,9,2024-09,56,20,36,35,11,24,,,
7e5642795824,2024,9,2024-09,6,2,4,0,0,0,,,
7e696e1074ca,2024,9,2024-09,39,27,12,12,11,1,,,
7e91ac79fc6a,2024,9,2024-09,120,48,72,73,34,39,,,
7eceb7fc624d,2024,9,2024-09,94,2,92,19,1,18,,,
7f7bbcfba468,2024,9,2024-09,5,1,4,4,0,4,,,
7fdc1bdc6afd,2024,9,2024-09,83,7,76,21,3,18,,,
800c9d5475d7,2024,9,2024-09,37,15,22,15,10,5,,,
806c0bb129c0,2024,9,2024-09,458,29,429,175,20,155,,,
80ecb116cd1f,2024,9,2024-09,24,2,22,11,1,10,,,
81047e701998,2024,9,2024-09,57,6,51,37,4,33,,,
8109a78af925,2024,9,2024-09,16,1,15,2,0,2,,,
811dac3b97d3,2024,9,2024-09,57,8,49,18,4,14,,,
826bfe7eff85,2024,9,2024-09,21,14,7,10,9,1,,,
827fc83aec7d,2024,9,2024-09,1,1,0,1,1,0,,,
82c5ffc6a8ac,2024,9,2024-09,17,7,10,5,3,2,,,
82d80e92035b,2024,9,2024-09,82,4,78,53,4,49,,,
84177cc2cafd,2024,9,2024-09,34,1,33,19,1,18,,,
844800ba4d2c,2024,9,2024-09,83,38,45,33,17,16,,,
84f9711fd237,2024,9,2024-09,15,7,8,4,4,0,,,
8505741028bb,2024,9,2024-09,51,3,48,28,1,27,,,
85b6d942c946,2024,9,2024-09,35,9,26,11,1,10,,,
867b33674406,2024,9,2024-09,33,20,13,10,10,0,,,
86f6abd0bf64,2024,9,2024-09,42,19,23,12,7,5,,,
8777acead41e,2024,9,2024-09,66,39,27,20,12,8,,,
887ea73afc51,2024,9,2024-09,255,34,221,65,13,52,,,
8883f691dc51,2024,9,2024-09,12,5,7,1,1,0,,,
894aafd2d2e0,2024,9,2024-09,16,3,13,4,0,4,,,
89b41e58b206,2024,9,2024-09,0,0,0,0,0,0,,,
8b094203a306,2024,9,2024-09,14,0,14,11,0,11,,,
8b6c8822f827,2024,9,2024-09,33,5,28,8,3,5,,,
8d3d0b8c4d42,2024,9,2024-09,93,4,89,28,3,25,,,
8d5fe70fccdf,2024,9,2024-09,80,50,30,45,30,15,,,
8ebadf824cdf,2024,9,2024-09,130,24,106,62,12,50,,,
8feb51af9be8,2024,9,2024-09,299,15,284,175,8,167,,,
9009ba4c4cee,2024,9,2024-09,52,4,48,11,1,10,,,
90618a47149e,2024,9,2024-09,34,8,26,18,5,13,,,
9154e26fc5ff,2024,9,2024-09,215,16,199,110,10,100,,,
9170e37c3d09,2024,9,2024-09,495,145,350,198,75,123,,,
9190477d65d7,2024,9,2024-09,94,7,87,14,3,11,,,
922c864dc989,2024,9,2024-09,62,3,59,37,3,34,,,
92375264a400,2024,9,2024-09,92,35,57,42,17,25,,,
92404c1ff142,2024,9,2024-09,8,0,8,6,0,6,,,
9268b2a9ba8a,2024,9,2024-09,33,2,31,6,1,5,,,
9275f3f00677,2024,9,2024-09,40,26,14,16,14,2,,,
933b38ab92d2,2024,9,2024-09,5,2,3,1,1,0,,,
936b9ca28316,2024,9,2024-09,165,85,80,91,66,25,,,
9528b83b4488,2024,9,2024-09,10,1,9,5,1,4,,,
95999b5d4e02,2024,9,2024-09,32,17,15,11,10,1,,,
95f97da8eef0,2024,9,2024-09,123,69,54,54,29,25,,,
967a29911de8,2024,9,2024-09,67,6,61,43,4,39,,,
96d268e1365d,2024,9,2024-09,5,1,4,1,0,1,,,
972603d28d9c,2024,9,2024-09,18,4,14,3,2,1,,,
97493e7cca05,2024,9,2024-09,38,6,32,7,3,4,,,
97a60b3f1e7b,2024,9,2024-09,17,14,3,7,6,1,,,
97ff6cf3517e,2024,9,2024-09,50,6,44,12,2,10,,,
9883249fd353,2024,9,2024-09,115,4,111,30,2,28,,,
98a54145d3e7,2024,9,2024-09,4,0,4,2,0,2,,,
99338fc933cc,2024,9,2024-09,31,1,30,4,0,4,,,
9940bf15f2c6,2024,9,2024-09,84,14,70,19,7,12,,,
9a8908c0b6e9,2024,9,2024-09,7,0,7,1,0,1,,,
9ac7d6f892b6,2024,9,2024-09,18,4,14,4,3,1,,,
9bcb28dc57d8,2024,9,2024-09,2,1,1,1,0,1,,,
9cf75b9df306,2024,9,2024-09,6,1,5,0,0,0,,,
9d38642d1b55,2024,9,2024-09,424,264,160,255,187,68,,,
9d464ea01a37,2024,9,2024-09,976,122,854,416,52,364,,,
9d6cc8ad2a8a,2024,9,2024-09,4,2,2,0,0,0,,,
9d7f0807ad34,2024,9,2024-09,217,4,213,130,2,128,,,
9d99be97d085,2024,9,2024-09,141,6,135,32,3,29,,,
9eca662f8f47,2024,9,2024-09,2,1,1,1,1,0,,,
9f3bcbeb49ae,2024,9,2024-09,33,11,22,8,3,5,,,
a1f1a98f5c0a,2024,9,2024-09,303,190,113,122,94,28,,,
a1f8149f3093,2024,9,2024-09,42,1,41,20,0,20,,,
a3186bfbedd1,2024,9,2024-09,3,1,2,0,0,0,,,
a357979a5aed,2024,9,2024-09,40,31,9,16,12,4,,,
a3a4ad1cd14d,2024,9,2024-09,858,90,768,288,54,234,,,
a4efed9b378a,2024,9,2024-09,4,1,3,1,1,0,,,
a53f66d2a748,2024,9,2024-09,45,6,39,17,1,16,,,
a58fffb2c39b,2024,9,2024-09,25,2,23,11,1,10,,,
a65db7359429,2024,9,2024-09,3,1,2,1,0,1,,,
a6a7208fd3f4,2024,9,2024-09,197,4,193,21,1,20,,,
a7f10ffe4d97,2024,9,2024-09,32,3,29,9,0,9,,,
a882877d68c3,2024,9,2024-09,192,24,168,62,16,46,,,
a8c4e4a9b5e4,2024,9,2024-09,46,8,38,16,6,10,,,
a94ee4c9f0ce,2024,9,2024-09,149,10,139,35,5,30,,,
a9b0a9a29ded,2024,9,2024-09,105,20,85,26,4,22,,,
aa63041fff97,2024,9,2024-09,540,25,515,315,16,299,,,
aabd5de104a0,2024,9,2024-09,69,3,66,46,3,43,,,
ab1176adf038,2024,9,2024-09,19,8,11,6,3,3,,,
abc2a31ac055,2024,9,2024-09,8,1,7,5,1,4,,,
ac3eda1964f9,2024,9,2024-09,20,4,16,9,3,6,,,
ac6e1cc0fc32,2024,9,2024-09,53,4,49,31,2,29,,,
ac9895ad07d6,2024,9,2024-09,22,4,18,7,2,5,,,
acc4b744eb74,2024,9,2024-09,18,12,6,4,4,0,,,
ad2276c662d7,2024,9,2024-09,12,1,11,2,0,2,,,
ada5e8f55a4a,2024,9,2024-09,13,3,10,2,1,1,,,
adbd360e9f93,2024,9,2024-09,17,4,13,6,0,6,,,
ae554b1f9347,2024,9,2024-09,14,5,9,8,3,5,,,
ae9b7dc84b5b,2024,9,2024-09,121,4,117,68,3,65,,,
aeddc24c1190,2024,9,2024-09,15,2,13,1,1,0,,,
af4205d75ab6,2024,9,2024-09,148,9,139,83,7,76,,,
b0b0d280d932,2024,9,2024-09,359,107,252,186,63,123,,,
b13e97351d82,2024,9,2024-09,28,2,26,4,1,3,,,
b1e167fbff42,2024,9,2024-09,65,4,61,11,2,9,,,
b2653c9bd73a,2024,9,2024-09,143,92,51,74,51,23,,,
b2b341fd323e,2024,9,2024-09,1500,47,1453,929,32,897,,,
b2f6e47b81cb,2024,9,2024-09,12,1,11,5,1,4,,,
b2fd1f141db9,2024,9,2024-09,12,3,9,1,0,1,,,
b2ff9d727d9b,2024,9,2024-09,21,2,19,9,0,9,,,
b368fd382917,2024,9,2024-09,38,10,28,16,5,11,,,
b3e5b6d9743c,2024,9,2024-09,6,1,5,3,1,2,,,
b3f45d91d2a9,2024,9,2024-09,41,1,40,21,1,20,,,
b42cb3b3a597,2024,9,2024-09,342,117,225,207,66,141,,,
b457a205b2db,2024,9,2024-09,38,0,38,22,0,22,,,
b45b29af5af0,2024,9,2024-09,37,5,32,18,2,16,,,
b4ad2a4f6b37,2024,9,2024-09,31,2,29,11,1,10,,,
b4e03103ce23,2024,9,2024-09,9,3,6,3,1,2,,,
b55a71b2d5f5,2024,9,2024-09,79,41,38,30,22,8,,,
b5625e752c06,2024,9,2024-09,50,3,47,22,3,19,,,
b592fd3fc0e1,2024,9,2024-09,1,1,0,0,0,0,,,
b5d8be24eefa,2024,9,2024-09,31,1,30,14,1,13,,,
b5df25113838,2024,9,2024-09,3,0,3,2,0,2,,,
b63ef17f5f92,2024,9,2024-09,257,155,102,158,119,39,,,
b66f9ce1b930,2024,9,2024-09,5,1,4,2,0,2,,,
b6a9821d8358,2024,9,2024-09,220,22,198,105,10,95,,,
b6cc129d3755,2024,9,2024-09,90,15,75,38,5,33,,,
b6ed6cdb9fc5,2024,9,2024-09,804,544,260,537,369,168,,,
b76028fb493f,2024,9,2024-09,7,4,3,5,3,2,,,
b7e0c83667c9,2024,9,2024-09,11,1,10,3,0,3,,,
b828623f5b8f,2024,9,2024-09,4,1,3,3,0,3,,,
b84d75078c4b,2024,9,2024-09,1800,219,1581,747,129,618,,,
b8507d45eef1,2024,9,2024-09,36,3,33,15,0,15,,,
b8fc7f696ae9,2024,9,2024-09,97,12,85,69,10,59,,,
b93aa54b1995,2024,9,2024-09,0,0,0,0,0,0,,,
b9ca995b761a,2024,9,2024-09,86,5,81,43,5,38,,,
ba05a0474efe,2024,9,2024-09,42,12,30,16,3,13,,,
ba4221ea0cb4,2024,9,2024-09,20,5,15,7,1,6,,,
ba90b894633f,2024,9,2024-09,59,7,52,26,3,23,,,
bac7287c2c71,2024,9,2024-09,6,0,6,4,0,4,,,
baf40528f1c2,2024,9,2024-09,2,1,1,1,0,1,,,
bb08b0f4d8c3,2024,9,2024-09,13,3,10,9,2,7,,,
bb0e4940c094,2024,9,2024-09,119,14,105,39,8,31,,,
bbb5afc30c79,2024,9,2024-09,0,0,0,0,0,0,,,
bc1a17c1248f,2024,9,2024-09,390,4,386,236,4,232,,,
bc1b59ec29d2,2024,9,2024-09,66,14,52,36,7,29,,,
bc1ea6ca3c6a,2024,9,2024-09,8,2,6,5,1,4,,,
bc59d841db87,2024,9,2024-09,3,1,2,1,0,1,,,
bca1e15a2d87,2024,9,2024-09,116,13,103,77,10,67,,,
bcad58974942,2024,9,2024-09,4,2,2,2,1,1,,,
bccc2904a7fa,2024,9,2024-09,117,4,113,66,3,63,,,
bcdab3c14024,2024,9,2024-09,11,3,8,3,2,1,,,
bce3b316f02f,2024,9,2024-09,80,35,45,37,16,21,,,
bd3b94266081,2024,9,2024-09,3,2,1,0,0,0,,,
bd3d1eafc15a,2024,9,2024-09,17,8,9,8,4,4,,,
bdcc0cab5536,2024,9,2024-09,27,4,23,8,2,6,,,
be35946a9a9f,2024,9,2024-09,3,1,2,1,0,1,,,
bf485a0eb5f7,2024,9,2024-09,25,3,22,4,0,4,,,
bfa948a315b2,2024,9,2024-09,37,7,30,8,4,4,,,
bfaf81efc107,2024,9,2024-09,92,4,88,37,3,34,,,
bff1118bebc4,2024,9,2024-09,56,10,46,8,4,4,,,
c046d0026e42,2024,9,2024-09,34,3,31,6,1,5,,,
c0c4d335e0a7,2024,9,2024-09,331,185,146,163,117,46,,,
c0d383c34551,2024,9,2024-09,90,7,83,59,3,56,,,
c117a4eb0ec9,2024,9,2024-09,50,36,14,14,11,3,,,
c11dcc80c37f,2024,9,2024-09,4,2,2,4,2,2,,,
c129c420a6bf,2024,9,2024-09,16,1,15,3,0,3,,,
c164cb9daf42,2024,9,2024-09,91,2,89,26,0,26,,,
c1db04414eb2,2024,9,2024-09,24,5,19,8,1,7,,,
c2972107c1ae,2024,9,2024-09,24,5,19,4,2,2,,,
c2aae4a20c2f,2024,9,2024-09,74,4,70,51,3,48,,,
c2fee459f717,2024,9,2024-09,147,12,135,47,8,39,,,
c33fe21842a0,2024,9,2024-09,21,2,19,12,0,12,,,
c4c856f0cbbc,2024,9,2024-09,0,0,0,20,3,17,,,
c4ec06190611,2024,9,2024-09,67,8,59,34,1,33,,,
c541072f840e,2024,9,2024-09,87,39,48,55,29,26,,,
c54330c89561,2024,9,2024-09,121,13,108,62,7,55,,,
c554bd8a6a19,2024,9,2024-09,13,4,9,7,2,5,,,
c58dbbd4694a,2024,9,2024-09,60,24,36,27,12,15,,,
c5e17dd77082,2024,9,2024-09,30,8,22,15,3,12,,,
c6a12cbaa038,2024,9,2024-09,15,7,8,8,3,5,,,
c6eb26236e51,2024,9,2024-09,7,3,4,1,0,1,,,
c72a40c5ec92,2024,9,2024-09,50,9,41,23,7,16,,,
c773ad4a12e7,2024,9,2024-09,83,31,52,35,20,15,,,
c77b79ed87d0,2024,9,2024-09,237,102,135,128,62,66,,,
c7a6156c89ea,2024,9,2024-09,7,6,1,1,1,0,,,
c808558650b7,2024,9,2024-09,39,16,23,16,7,9,,,
c969f9a26374,2024,9,2024-09,1,0,1,0,0,0,,,
c9af84577fbb,2024,9,2024-09,7,2,5,4,1,3,,,
c9c1e7436a0a,2024,9,2024-09,7,0,7,5,0,5,,,
c9e441ae32b2,2024,9,2024-09,177,4,173,24,2,22,,,
ca00f0c75af7,2024,9,2024-09,3,0,3,2,0,2,,,
ca344fd2c6df,2024,9,2024-09,68,35,33,43,24,19,,,
ca96f3f614eb,2024,9,2024-09,1,1,0,0,0,0,,,
cb0a23dcc9ed,2024,9,2024-09,1400,26,1374,398,17,381,,,
cb0a5612105b,2024,9,2024-09,27,1,26,9,0,9,,,
cb52fc0d00e5,2024,9,2024-09,3,2,1,1,0,1,,,
cb7db2c8db0c,2024,9,2024-09,61,13,48,20,7,13,,,
cb8d227aa93a,2024,9,2024-09,66,1,65,12,0,12,,,
cc0ccba4db08,2024,9,2024-09,6,2,4,0,0,0,,,
cc33f7742c1e,2024,9,2024-09,8,3,5,5,1,4,,,
cc39632d330f,2024,9,2024-09,53,29,24,38,23,15,,,
cc478beee013,2024,9,2024-09,26,16,10,3,1,2,,,
cd3f3eb13eee,2024,9,2024-09,22,11,11,6,4,2,,,
cd48570324ce,2024,9,2024-09,125,38,87,51,22,29,,,
ce008d8f2712,2024,9,2024-09,47,32,15,18,14,4,,,
ce1dd3176598,2024,9,2024-09,5,2,3,2,2,0,,,
cea303622621,2024,9,2024-09,406,36,370,58,16,42,,,
cf2bb4f025f7,2024,9,2024-09,17,9,8,7,6,1,,,
cfa6bed16d44,2024,9,2024-09,59,4,55,11,3,8,,,
cfd980104b0f,2024,9,2024-09,1,1,0,1,1,0,,,
d065c48d9192,2024,9,2024-09,4,1,3,4,1,3,,,
d0e44029e9c5,2024,9,2024-09,108,1,107,35,0,35,,,
d15dc615586f,2024,9,2024-09,214,7,207,30,3,27,,,
d1acbdd68197,2024,9,2024-09,36,20,16,14,11,3,,,
d31016e176c7,2024,9,2024-09,11,1,10,1,0,1,,,
d34e3dd99592,2024,9,2024-09,70,39,31,44,32,12,,,
d36cd790a5a9,2024,9,2024-09,11,3,8,2,0,2,,,
d3a45895302e,2024,9,2024-09,2,0,2,1,0,1,,,
d444a58425d3,2024,9,2024-09,113,46,67,34,17,17,,,
d4a60143a416,2024,9,2024-09,13,4,9,5,2,3,,,
d51fefd9b267,2024,9,2024-09,411,30,381,284,16,268,,,
d52c344fab3b,2024,9,2024-09,15,2,13,9,2,7,,,
d54826fce99f,2024,9,2024-09,38,8,30,4,3,1,,,
d57435f0801b,2024,9,2024-09,19,4,15,6,1,5,,,
d5ac968e08eb,2024,9,2024-09,53,13,40,29,6,23,,,
d5c4aaa0ec05,2024,9,2024-09,12,3,9,3,0,3,,,
d61614458017,2024,9,2024-09,99,3,96,19,2,17,,,
d6ebcdf44c31,2024,9,2024-09,20,13,7,9,6,3,,,
d77a6f23b094,2024,9,2024-09,50,3,47,20,2,18,,,
d977bc271d4a,2024,9,2024-09,50,0,50,29,0,29,,,
da3e7f7075f2,2024,9,2024-09,64,3,61,9,2,7,,,
da7942c54850,2024,9,2024-09,305,22,283,175,8,167,,,
db52cee2be35,2024,9,2024-09,33,19,14,13,9,4,,,
dbe1047617a0,2024,9,2024-09,156,32,124,52,16,36,,,
dc4ef42135c2,2024,9,2024-09,295,8,287,136,4,132,,,
dc9949257aa6,2024,9,2024-09,23,8,15,8,5,3,,,
dcf39a49b454,2024,9,2024-09,49,16,33,17,9,8,,,
dcf7b00cb6af,2024,9,2024-09,35,7,28,12,5,7,,,
dd5d14f60fb8,2024,9,2024-09,5,3,2,2,1,1,,,
dd8352c4189f,2024,9,2024-09,19,0,19,13,0,13,,,
de1abe76c6c3,2024,9,2024-09,80,33,47,25,16,9,,,
de5c7b16db84,2024,9,2024-09,849,15,834,409,9,400,,,
de661fb0ea88,2024,9,2024-09,42,6,36,20,3,17,,,
de779c967ecc,2024,9,2024-09,4,0,4,3,0,3,,,
deb650b508c9,2024,9,2024-09,363,12,351,255,9,246,,,
df7abc7df7fa,2024,9,2024-09,0,0,0,0,0,0,,,
df9d179fc444,2024,9,2024-09,0,0,0,0,0,0,,,
dfb5480610c4,2024,9,2024-09,28,16,12,10,3,7,,,
e0d9e883a559,2024,9,2024-09,33,2,31,8,2,6,,,
e0dc9dc92f67,2024,9,2024-09,3,1,2,0,0,0,,,
e14b05bdfa9d,2024,9,2024-09,18,1,17,9,1,8,,,
e2b1fb396164,2024,9,2024-09,85,54,31,39,36,3,,,
e338b06f40f9,2024,9,2024-09,819,273,546,350,160,190,,,
e39ca822908a,2024,9,2024-09,88,3,85,51,3,48,,,
e3a4e862fae2,2024,9,2024-09,611,7,604,302,4,298,,,
e41e028b1973,2024,9,2024-09,33,20,13,12,11,1,,,
e44741a2f107,2024,9,2024-09,26,3,23,16,2,14,,,
e481e442a7de,2024,9,2024-09,4,3,1,1,1,0,,,
e4fa684393ed,2024,9,2024-09,28,3,25,6,2,4,,,
e56eaf744ba2,2024,9,2024-09,530,49,481,139,39,100,,,
e586463abfb5,2024,9,2024-09,142,1,141,84,1,83,,,
e6d02156a04b,2024,9,2024-09,62,31,31,23,11,12,,,
e72ced376f9b,2024,9,2024-09,138,16,122,48,14,34,,,
e743b532abdb,2024,9,2024-09,454,117,337,260,65,195,,,
e9a8b6a06ea2,2024,9,2024-09,0,0,0,0,0,0,,,
e9d8cf45967b,2024,9,2024-09,18,0,18,10,0,10,,,
e9ed4bdf2c41,2024,9,2024-09,39,1,38,30,0,30,,,
ea420e1b49f7,2024,9,2024-09,435,3,432,239,2,237,,,
ead0ae328d21,2024,9,2024-09,8,0,8,3,0,3,,,
eb7df09d27aa,2024,9,2024-09,63,21,42,28,15,13,,,
ebcdabd48234,2024,9,2024-09,4,1,3,2,0,2,,,
ec6331d74319,2024,9,2024-09,25,4,21,6,0,6,,,
ec87591f8f35,2024,9,2024-09,4,1,3,0,0,0,,,
ed5ed35f99ce,2024,9,2024-09,69,6,63,19,3,16,,,
ed98854feee9,2024,9,2024-09,317,124,193,151,74,77,,,
ee13dcc6a7bf,2024,9,2024-09,26,12,14,9,6,3,,,
ee9197913392,2024,9,2024-09,9,1,8,6,1,5,,,
eea5d6689612,2024,9,2024-09,38,27,11,8,4,4,,,
ef764add4c0e,2024,9,2024-09,8,1,7,0,0,0,,,
efce6e8d471f,2024,9,2024-09,255,38,217,173,27,146,,,
f01a582e4fa2,2024,9,2024-09,2,2,0,1,1,0,,,
f02fbec4f481,2024,9,2024-09,102,6,96,67,6,61,,,
f06ad2d68b81,2024,9,2024-09,0,0,0,0,0,0,,,
f11331ca8158,2024,9,2024-09,213,3,210,142,1,141,,,
f1a69146228b,2024,9,2024-09,1,1,0,1,1,0,,,
f34bc60aec7c,2024,9,2024-09,6,1,5,4,1,3,,,
f3911a5f3e22,2024,9,2024-09,10,3,7,5,2,3,,,
f39d7f57e5ee,2024,9,2024-09,12,5,7,6,3,3,,,
f4b0afc0b802,2024,9,2024-09,256,127,129,116,72,44,,,
f4d6e335e43d,2024,9,2024-09,3,1,2,0,0,0,,,
f4f23685f887,2024,9,2024-09,293,5,288,34,2,32,,,
f541efadcdae,2024,9,2024-09,32,3,29,7,1,6,,,
f577f7352629,2024,9,2024-09,31,3,28,8,1,7,,,
f69802011509,2024,9,2024-09,19,2,17,2,0,2,,,
f6d4859a6d6d,2024,9,2024-09,6,0,6,2,0,2,,,
f7853bc85953,2024,9,2024-09,46,9,37,31,5,26,,,
f8facbc45d7d,2024,9,2024-09,43,11,32,8,3,5,,,
f90041a9935c,2024,9,2024-09,24,2,22,6,0,6,,,
f90fbd654e8b,2024,9,2024-09,735,146,589,268,90,178,,,
fa5864cbb84a,2024,9,2024-09,148,76,72,66,55,11,,,
faf67afb4ee9,2024,9,2024-09,2,1,1,0,0,0,,,
fb0659c3bcac,2024,9,2024-09,42,21,21,17,11,6,,,
fb45e28d5a69,2024,9,2024-09,50,22,28,18,14,4,,,
fb9744760ea6,2024,9,2024-09,19,13,6,10,8,2,,,
fc31182cc406,2024,9,2024-09,276,19,257,183,14,169,,,
fc62e3125b7a,2024,9,2024-09,445,135,310,231,77,154,,,
fcd31d28605b,2024,9,2024-09,5,1,4,1,0,1,,,
fd149d3ed1da,2024,9,2024-09,70,20,50,18,8,10,,,
fd6c1d615c6c,2024,9,2024-09,40,4,36,8,2,6,,,
fd927f30e995,2024,9,2024-09,0,0,0,0,0,0,,,
fe3f093671b3,2024,9,2024-09,967,353,614,468,225,243,,,
fe3f6d947529,2024,9,2024-09,67,29,38,24,15,9,,,
ff717dccbba9,2024,9,2024-09,83,2,81,44,2,42,,,
ffa062df1443,2024,9,2024-09,243,95,148,108,57,51,,,
ffae803a2cfd,2024,9,2024-09,25,11,14,6,2,4,,,
ffd0c38770d0,2024,9,2024-09,70,34,36,36,21,15,,,
ffddb853467b,2024,9,2024-09,18,1,17,12,1,11,,,
0186e4a1ae8b,2024,10,2024-10,12,3,9,7,1,6,,,
024a8b4b537e,2024,10,2024-10,97,60,37,32,26,6,,,
039d3321e4fb,2024,10,2024-10,40,21,19,6,2,4,,,
0415cc387439,2024,10,2024-10,2,1,1,0,0,0,,,
04838b92b99d,2024,10,2024-10,342,78,264,193,48,145,,,
0582c13f4d06,2024,10,2024-10,36,4,32,4,2,2,,,
07a52d732907,2024,10,2024-10,10,2,8,4,0,4,,,
07a9f77035ab,2024,10,2024-10,527,68,459,338,52,286,,,
08d598a08dff,2024,10,2024-10,35,15,20,12,4,8,,,
0926ba6bb5c6,2024,10,2024-10,305,4,301,162,1,161,,,
